variant,change,feature_set,feature_count,model,model_family,fold_count,mean_brier,std_brier,mean_brier_skill_score,changed_fields_vs_control,delta_brier_vs_control,seasons_improved
global_control,control: 전역 GPU CatBoost,main60_cat_batter_team,60,catboost_gpu_d6_i600_lr025_b128,catboost,1,0.2478182472007617,0.0,796.0866345241291,[],0.0,0/1
game_i600,game_type별 600-tree,main60_cat_batter_team,60,seg_gpu_game_i600,catboost_segmented,1,0.2478427135195739,0.0,786.2925430912493,"['model.family', 'model.name', 'model.segment_columns']",2.4466318812227383e-05,0/1
game_i300,game_type별 300-tree,main60_cat_batter_team,60,seg_gpu_game_i300,catboost_segmented,1,0.2478702850763462,0.0,775.2553964715526,"['model.family', 'model.name', 'model.params.iterations', 'model.params.learning_rate', 'model.segment_columns']",5.203787558452633e-05,0/1
top_bottom_i600,top_bottom별 600-tree,main60_cat_batter_team,60,seg_gpu_topbottom_i600,catboost_segmented,1,0.2478980641795111,0.0,764.1351671306196,"['model.family', 'model.name', 'model.segment_columns']",7.981697874942517e-05,0/1
pitcher_hand_i600,pitcher_hand별 600-tree,main60_cat_batter_team,60,seg_gpu_pitcherhand_i600,catboost_segmented,1,0.2479063910567231,0.0,760.8018419421936,"['model.family', 'model.name', 'model.segment_columns']",8.814385596145335e-05,0/1
game_pitcher_hand_i400,game_type × pitcher_hand별 400-tree,main60_cat_batter_team,60,seg_gpu_game_pitcherhand_i400,catboost_segmented,1,0.248051992517407,0.0,702.5162441110177,"['model.family', 'model.name', 'model.params.iterations', 'model.params.learning_rate', 'model.segment_columns']",0.0002337453166453,0/1
