variant,change,feature_set,feature_count,model,model_family,fold_count,mean_brier,std_brier,mean_brier_skill_score,changed_fields_vs_control,delta_brier_vs_control,seasons_improved
catboost_logloss_control,control: CatBoost Logloss classifier,main55_plus_count,60,catboost_native_300,catboost,1,0.2479681399223257,0.0,736.0832056720667,[],0.0,0/1
catboost_rmse_500,CatBoost RMSE regressor 500 trees,main55_plus_count,60,catboost_rmse_500,catboost_regressor,1,0.2480162623263703,0.0,716.8193667267952,"['model.family', 'model.name', 'model.params.eval_metric', 'model.params.iterations', 'model.params.learning_rate', 'model.params.loss_function']",4.812240404455936e-05,0/1
catboost_rmse_300,CatBoost RMSE regressor 300 trees,main55_plus_count,60,catboost_rmse_300,catboost_regressor,1,0.2480431551364774,0.0,706.0539286117273,"['model.family', 'model.name', 'model.params.eval_metric', 'model.params.loss_function']",7.501521415170798e-05,0/1
lightgbm_rmse,LightGBM regression_l2,main55_plus_count,60,lightgbm_rmse_l31,lightgbm_regressor,1,0.2481179640270262,0.0,676.1072447787453,"['model.family', 'model.name', 'model.native_categorical', 'model.params.allow_writing_files', 'model.params.colsample_bytree', 'model.params.depth', 'model.params.eval_metric', 'model.params.iterations', 'model.params.l2_leaf_reg', 'model.params.learning_rate', 'model.params.loss_function', 'model.params.min_child_samples', 'model.params.n_estimators', 'model.params.n_jobs', 'model.params.num_leaves', 'model.params.objective', 'model.params.random_seed', 'model.params.random_state', 'model.params.reg_lambda', 'model.params.subsample', 'model.params.task_type', 'model.params.thread_count', 'model.params.verbose', 'model.params.verbosity']",0.0001498241047004,0/1
xgboost_rmse,XGBoost squared-error,main55_plus_count,60,xgboost_rmse_d4,xgboost_regressor,1,0.2481816728608368,0.0,650.6040152895798,"['model.family', 'model.name', 'model.native_categorical', 'model.params.allow_writing_files', 'model.params.colsample_bytree', 'model.params.depth', 'model.params.eval_metric', 'model.params.iterations', 'model.params.l2_leaf_reg', 'model.params.learning_rate', 'model.params.loss_function', 'model.params.max_depth', 'model.params.min_child_weight', 'model.params.n_estimators', 'model.params.n_jobs', 'model.params.objective', 'model.params.random_seed', 'model.params.random_state', 'model.params.reg_lambda', 'model.params.subsample', 'model.params.task_type', 'model.params.thread_count', 'model.params.tree_method', 'model.params.verbose']",0.000213532938511,0/1
